"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"0400000US12","Florida","21299325","*****","15736873","1369","11344261","8268","3252558","15957","41492","3700","580229","7923","9694","1547","81784","10499","426855","16556","23138","3893","403717","16145","5562452","1369","4555313","35806","158183","12503","18378","5049","13405","2807","3147","1462","626956","32396","187070","12678","75129","8020","111941","10117"
"0400000US25","Massachusetts","6902149","*****","6055369","1447","4882418","6189","483673","6098","10754","1868","468665","6086","2185","804","53791","6975","153883","8293","18373","3690","135510","8075","846780","1447","452757","16761","53850","7159","5444","2871","3738","1376","590","513","249540","13716","80861","8584","22107","3826","58754","7685"
"0400000US11","District of Columbia","702455","*****","623206","*****","259371","567","311654","2571","1281","393","26959","1262","336","118","3502","2061","20103","2422","1424","810","18679","2238","79249","*****","37376","4297","8123","2927","651","427","579","592","61","102","27395","4832","5064","1567","2298","1117","2766","1086"
"0400000US49","Utah","3161105","*****","2710885","*****","2459891","2240","37546","2649","27959","2788","74784","3072","28810","2103","6356","2370","75539","4871","2925","1328","72614","4931","450220","*****","248304","9460","2819","1587","6719","2667","1114","674","552","479","165100","10302","25612","4474","15328","3668","10284","2693"
"0400000US36","New York","19542209","*****","15789686","891","10794347","5379","2789585","11417","45465","3663","1651636","12132","4765","2019","97323","8146","406565","17282","36895","5145","369670","16083","3752523","891","1581254","34587","279674","14930","38847","6015","14477","2529","4659","2321","1592522","40311","241090","16284","115505","11397","125585","11899"
"0400000US34","New Jersey","8908520","*****","7069161","*****","4864534","4937","1137645","8747","8921","1484","861223","5602","1777","890","40261","7841","154800","10232","15034","2952","139766","9540","1839359","*****","1092005","23059","70350","8394","12210","4280","6990","1959","1132","728","564073","25267","92599","11012","38987","6604","53612","8256"
"0400000US39","Ohio","11689442","*****","11233524","2640","9182383","3515","1425930","11677","18605","2575","269314","5953","3819","1499","20784","3412","312689","13783","7814","2088","304875","13702","455918","2640","288557","10319","20376","4113","7067","2162","2448","1221","409","338","91352","7642","45709","4927","18579","2833","27130","4132"
"0400000US29","Missouri","6126452","*****","5872978","2044","4857174","2076","698641","6145","23149","2507","120440","3635","7095","1376","9832","2191","156647","6711","2330","1060","154317","6664","253474","2044","178023","7341","5686","2015","4556","2111","977","708","290","280","46725","6311","17217","2726","6293","1663","10924","2442"
"0400000US42","Pennsylvania","12807060","*****","11832297","1237","9723288","3360","1352804","9315","14367","1986","450077","5816","3557","1479","21357","3645","266847","11020","11356","2873","255491","10346","974763","1237","532796","16648","75602","7945","7051","1821","4950","1621","1451","805","286215","15632","66698","7112","27923","4075","38775","5546"
"0400000US26","Michigan","9995915","*****","9478534","1122","7476047","2647","1363183","7644","46417","2850","324358","5345","3290","846","14443","3144","250796","9409","7156","1550","243640","9292","517381","1122","349238","9225","13568","2914","6595","2259","1470","668","617","423","104024","8688","41869","4033","18416","2468","23453","3684"
"0400000US31","Nebraska","1929268","*****","1714785","719","1515261","1431","89377","3822","14471","1689","45534","2137","800","424","2330","1189","47012","4358","333","237","46679","4348","214483","719","151729","5331","1844","901","4084","2362","245","212","489","479","44143","4732","11949","2824","8364","2628","3585","1109"
"0400000US16","Idaho","1754208","*****","1531744","387","1434463","1130","10007","2850","18867","2283","26186","2541","2222","1239","1429","681","38570","4334","486","387","38084","4316","222464","387","142383","8201","2068","1513","4159","1696","840","584","541","733","57788","7533","14685","3193","10587","2850","4098","1459"
"0400000US35","New Mexico","2095428","*****","1066199","*****","773039","1548","39940","2627","183944","2847","31807","2192","2030","1000","3662","1171","31777","3192","2491","1069","29286","2982","1029229","*****","826899","12618","6124","1936","16715","3061","2348","1281","435","612","141299","10790","35409","4570","19787","3404","15622","2695"
"0400000US15","Hawaii","1420491","*****","1269135","*****","308375","330","26978","1382","1976","753","521237","9522","134876","4463","1321","693","274372","10799","1266","546","273106","10748","151356","*****","37277","4862","1347","600","1261","560","13242","3313","10095","2869","16731","3143","71403","4844","10847","3022","60556","5391"
"0400000US46","South Dakota","882235","*****","848252","518","718783","433","18895","2140","74907","2416","14791","2220","51","77","271","329","20554","3265","3","7","20551","3264","33983","518","22087","2286","162","206","3161","1235","232","294","0","163","5511","1643","2830","1471","747","514","2083","1483"
"0400000US53","Washington","7535591","*****","6565238","*****","5111274","3018","281902","7762","81400","4524","655415","8057","52145","2694","14078","3306","369024","13206","8582","2161","360442","12601","970353","*****","521989","16455","9906","2727","15929","4140","6366","1559","1779","956","330775","16515","83609","7569","38457","4851","45152","5383"
"0400000US44","Rhode Island","1057315","*****","888974","*****","754990","3008","61691","2295","2772","1027","35378","1623","197","212","8922","3087","25024","2925","1357","630","23667","2861","168341","*****","97815","8053","9058","2715","1569","807","686","619","686","864","50821","7033","7706","2142","4082","1528","3624","1435"
"0400000US04","Arizona","7171646","*****","4905304","*****","3894250","2383","310388","6120","277800","4288","232105","5139","14177","1815","9960","2342","166624","8118","4760","1450","161864","8182","2266342","*****","1696255","22476","25952","4583","52799","8291","5768","1784","1484","713","363728","19192","120356","11211","45152","5270","75204","9327"
"0400000US47","Tennessee","6770010","*****","6397109","2097","4984848","3365","1123551","9707","15812","2282","118553","4288","4189","1752","15771","5705","134385","8226","3499","1120","130886","8068","372901","2097","250740","10104","14250","3513","3324","1940","493","481","1305","1183","85382","8758","17407","2697","7609","1867","9798","2108"
"0400000US20","Kansas","2911510","*****","2563067","1170","2201742","1082","163132","5245","21136","1997","81824","3764","2562","1990","1963","994","90708","6904","1503","586","89205","6885","348443","1168","245081","8211","8009","2463","5693","2056","620","498","367","235","71330","8048","17343","2380","7121","1656","10222","1945"
"0400000US08","Colorado","5695564","*****","4460437","*****","3859171","2530","223299","5703","31977","2526","177495","5095","6616","1474","10755","2453","151124","7740","5359","1569","145765","7605","1235127","*****","931506","16310","14279","3442","23169","4045","2782","958","969","684","186076","12917","76346","9295","31492","5253","44854","7576"
"0400000US18","Indiana","6691878","*****","6219459","1664","5266285","4452","628603","6990","10560","1670","152940","5500","3249","1363","15103","4581","142719","8202","3977","1415","138742","7987","472419","1664","273642","10760","8674","2455","3480","1407","1280","654","221","219","147200","9335","37922","5677","22567","3840","15355","3941"
"0400000US21","Kentucky","4468402","*****","4306896","2471","3776055","2079","349542","6483","6878","1800","64830","3422","4003","2292","8661","3179","96927","6909","2713","1099","94214","6886","161506","2471","98968","6206","5219","1573","1592","902","470","336","940","992","43226","4933","11091","2213","5979","1643","5112","1624"
"0400000US22","Louisiana","4659978","*****","4420024","2568","2720774","2746","1499008","7841","22714","2542","74845","2845","606","420","10835","2766","91242","7446","2441","852","88801","7498","239954","2568","156341","7275","10399","3493","2943","1760","1410","1153","527","640","54531","7336","13803","2738","6441","1783","7362","2179"
"0400000US17","Illinois","12741080","*****","10532212","1158","7760732","3669","1759316","8262","17215","2351","711970","6521","2887","697","24310","3879","255782","10111","11405","2606","244377","10212","2208868","1158","1374413","26609","33763","5076","18631","4332","5968","1829","2430","1638","688468","25315","85195","7346","46722","5544","38473","4478"
"0400000US19","Iowa","3156145","*****","2964672","901","2695583","2165","113562","4619","9710","951","79643","3042","2945","1388","4000","1973","59229","4832","493","321","58736","4738","191473","901","150516","5234","1575","972","1784","744","328","213","518","485","26713","4780","10039","2129","4977","1481","5062","1476"
"0400000US33","New Hampshire","1356458","*****","1303810","687","1217767","1255","18950","2145","3538","1383","35901","2332","473","484","1860","969","25321","2940","674","354","24647","2913","52648","687","36164","2986","4482","1729","24","31","147","181","42","69","7153","2532","4636","1460","1219","628","3417","1356"
"0400000US05","Arkansas","3013825","*****","2783525","2006","2174167","1149","454521","5892","17615","2133","46681","2620","9278","1039","4612","1843","76651","5978","844","626","75807","5850","230300","2006","131929","6902","2193","813","3336","1539","867","678","120","165","80305","6580","11550","2663","6632","1606","4918","2202"
"0400000US10","Delaware","967171","*****","875196","*****","598105","652","210908","2999","3397","823","38860","1549","820","647","1258","807","21848","3532","817","779","21031","3272","91975","*****","61676","4506","6686","1780","1000","1172","163","167","76","126","18394","3943","3980","1480","1785","864","2195","1200"
"0400000US27","Minnesota","5611179","*****","5303166","760","4455388","2053","362419","5610","54989","3049","271051","4320","2025","1015","8194","2322","149100","7672","3647","1462","145453","7449","308013","760","173987","7658","5234","1881","5994","1643","2075","1107","371","303","94620","7484","25732","3498","10044","2190","15688","2634"
"0400000US30","Montana","1062305","*****","1020700","885","912200","764","4899","988","65452","2501","8474","1304","929","653","980","544","27766","2652","783","518","26983","2672","41605","885","29238","2166","157","262","2561","1205","43","64","61","118","4848","1774","4697","1592","1868","861","2829","1174"
"0100000US","United States","327167439","*****","267403808","9817","197033939","19751","40305870","62273","2180266","22071","18193513","40343","559945","13255","826107","29845","8304168","79101","322263","13335","7981905","78703","59763631","9816","39139081","119807","1311894","37061","621321","26531","221685","13374","66109","8219","15427678","127904","2975863","53682","1364876","33512","1610987","32988"
